panel,load_case,a_over_b,a_m,applied_Nx_N_per_m,global_CLPT_Nx_N_per_m,global_shear_corrected_Nx_N_per_m,face_wrinkling_Nx_N_per_m,core_shear_crimping_Nx_N_per_m,face_compression_Nx_N_per_m,governing_mode,reserve_factor,margin_of_safety
LE_upper_sandwich,109MPa_reference,1.05,0.8425619106823037,433392.3444976077,1526757.5252791026,722623.8505344605,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6673664399220818,0.6673664399220818
LE_upper_sandwich,109MPa_reference,1.0750000000000002,0.8626229085556919,433392.3444976077,1518382.607328561,720742.2754249842,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6630249347400798,0.6630249347400798
LE_upper_sandwich,109MPa_reference,1.1,0.88268390642908,433392.3444976077,1511875.9824488603,719272.9023522148,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6596345355061646,0.6596345355061646
LE_upper_sandwich,109MPa_reference,1.125,0.9027449043024681,433392.3444976077,1507103.0915777606,718190.8309200398,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6571377875919178,0.6571377875919178
LE_upper_sandwich,109MPa_reference,1.15,0.9228059021758562,433392.3444976077,1503943.8408318413,717472.6155377439,1682652.061232267,1225000.0,2100000.0,global_buckling,1.655480593155019,0.6554805931550189
LE_upper_sandwich,109MPa_reference,1.175,0.9428669000492446,433392.3444976077,1502290.7748306738,717096.1828623995,1682652.061232267,1225000.0,2100000.0,global_buckling,1.654612020647628,0.654612020647628
LE_upper_sandwich,109MPa_reference,1.2000000000000002,0.9629278979226328,433392.3444976077,1502047.5135842978,717040.7513783824,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6544841192559194,0.6544841192559194
LE_upper_sandwich,109MPa_reference,1.225,0.9829888957960209,433392.3444976077,1503127.4103621223,717286.7538267066,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6550517399152305,0.6550517399152305
LE_upper_sandwich,109MPa_reference,1.25,1.003049893669409,433392.3444976077,1505452.3955474903,717815.7629600539,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6562723639988435,0.6562723639988435
LE_upper_sandwich,109MPa_reference,1.275,1.023110891542797,433392.3444976077,1508951.9775958022,718610.4209168812,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6581059403573473,0.6581059403573473
LE_upper_sandwich,109MPa_reference,1.3,1.0431718894161854,433392.3444976077,1513562.3771636628,719654.3723687333,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6605147310642119,0.6605147310642119
LE_upper_sandwich,109MPa_reference,1.3250000000000002,1.0632328872895738,433392.3444976077,1519225.7745012885,720932.2014899736,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6634631659811268,0.6634631659811268
LE_upper_sandwich,109MPa_reference,1.35,1.0832938851629619,433392.3444976077,1525889.6534868963,722429.3727212785,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6669177060769846,0.6669177060769846
LE_upper_sandwich,109MPa_reference,1.375,1.10335488303635,433392.3444976077,1533506.2283763685,724132.1752416622,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6708467153038495,0.6708467153038495
LE_upper_sandwich,109MPa_reference,1.4,1.123415880909738,433392.3444976077,1542031.941559259,726027.671023825,1682652.061232267,1225000.0,2100000.0,global_buckling,1.675220340741004,0.675220340741004
LE_upper_sandwich,109MPa_reference,1.425,1.1434768787831264,433392.3444976077,1551427.022444405,728103.646320524,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6800104006556655,0.6800104006556655
LE_upper_sandwich,109MPa_reference,1.4500000000000002,1.1635378766565145,433392.3444976077,1561655.0991175142,730348.566412511,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6851902800893672,0.6851902800893672
LE_upper_sandwich,109MPa_reference,1.475,1.1835988745299026,433392.3444976077,1572682.8556769467,732751.5334389847,1682652.061232267,1225000.0,2100000.0,global_buckling,1.6907348335568706,0.6907348335568706
LE_upper_sandwich,109MPa_reference,1.5,1.203659872403291,433392.3444976077,1584479.7292089243,735302.2471276418,1682652.061232267,1225000.0,2100000.0,global_buckling,1.696620294435544,0.696620294435544
LE_upper_sandwich,109MPa_reference,1.5250000000000001,1.223720870276679,433392.3444976077,1597017.641246917,737990.9682417908,1682652.061232267,1225000.0,2100000.0,global_buckling,1.702824190624033,0.7028241906240329
